number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_DROPOUT,params_HIDDEN,params_LAYERS,params_LR,params_MAX_DAYS,params_MIN_DAYS,state
81,0.028491849079728127,2025-10-12 10:19:51.748214,2025-10-12 10:19:54.716438,0 days 00:00:02.968224,16,0.22704930891921313,128,3,0.002460955665934728,45,28,COMPLETE
82,0.08297775156403843,2025-10-12 10:19:54.717345,2025-10-12 10:19:56.891197,0 days 00:00:02.173852,16,0.2899173494784326,128,3,0.004434421042045011,90,14,PRUNED
83,0.025757350648442905,2025-10-12 10:19:56.892026,2025-10-12 10:20:00.821076,0 days 00:00:03.929050,16,0.2086175764131938,128,3,0.0021108238013230465,45,28,COMPLETE
84,0.4145752787590027,2025-10-12 10:20:00.822213,2025-10-12 10:20:02.985429,0 days 00:00:02.163216,96,0.21837603983566956,128,3,0.0008308251787800127,45,28,PRUNED
85,0.13386108257152415,2025-10-12 10:20:02.986191,2025-10-12 10:20:05.171974,0 days 00:00:02.185783,16,0.2504256845631924,192,3,0.003289476457158891,45,7,PRUNED
86,0.031579640693962574,2025-10-12 10:20:05.172791,2025-10-12 10:20:08.178352,0 days 00:00:03.005561,16,0.11641240551862694,192,3,0.003479523348757101,45,28,COMPLETE
87,0.0465996116399765,2025-10-12 10:20:08.179277,2025-10-12 10:20:10.030448,0 days 00:00:01.851171,16,0.04352567264162914,192,3,0.001377889064216247,45,28,PRUNED
88,0.06153592839837074,2025-10-12 10:20:10.031224,2025-10-12 10:20:11.921720,0 days 00:00:01.890496,16,0.09956992961653247,128,3,0.000807442057574483,75,28,PRUNED
89,0.04696612743039926,2025-10-12 10:20:11.922525,2025-10-12 10:20:16.154914,0 days 00:00:04.232389,16,0.11122120108774046,128,3,0.0041712150670813585,45,28,COMPLETE
90,0.2027110606431961,2025-10-12 10:20:16.155799,2025-10-12 10:20:17.911037,0 days 00:00:01.755238,128,0.14502454396657546,192,3,0.0028451871381052715,45,28,PRUNED
91,0.15987487137317657,2025-10-12 10:20:17.911919,2025-10-12 10:20:19.840076,0 days 00:00:01.928157,48,0.17459735151135322,192,3,0.001176712482195003,45,10,PRUNED
92,0.1278686672449112,2025-10-12 10:20:19.840893,2025-10-12 10:20:21.601549,0 days 00:00:01.760656,48,0.05546100139332473,128,3,0.004142469803960498,45,21,PRUNED
93,0.022586333254973095,2025-10-12 10:20:21.602368,2025-10-12 10:20:25.133145,0 days 00:00:03.530777,16,0.16029287451017357,64,3,0.003910545094923997,90,28,COMPLETE
94,0.030141282826662064,2025-10-12 10:20:25.134061,2025-10-12 10:20:27.497072,0 days 00:00:02.363011,128,0.1297850093629424,64,3,0.003754356626670423,90,28,PRUNED
95,0.030619548944135506,2025-10-12 10:20:27.498091,2025-10-12 10:20:31.216119,0 days 00:00:03.718028,16,0.14171345657293177,64,3,0.004927636760417497,90,28,COMPLETE
96,0.023741360132892925,2025-10-12 10:20:31.217034,2025-10-12 10:20:35.559910,0 days 00:00:04.342876,16,0.12533261318470854,64,3,0.0016545146677431452,60,28,COMPLETE
97,0.03507755510509014,2025-10-12 10:20:35.560847,2025-10-12 10:20:38.806758,0 days 00:00:03.245911,16,0.1822965928568615,64,3,0.0043536428005921625,60,28,COMPLETE
98,0.03639082983136177,2025-10-12 10:20:38.807614,2025-10-12 10:20:41.069265,0 days 00:00:02.261651,16,0.15177537845282452,160,2,0.004563935706538654,90,28,PRUNED
99,0.037598504995306335,2025-10-12 10:20:41.077465,2025-10-12 10:20:44.847136,0 days 00:00:03.769671,16,0.08110586020560014,64,3,0.0038413966435361666,90,28,COMPLETE
