number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_DROPOUT,params_HIDDEN,params_LAYERS,params_LR,params_MAX_DAYS,params_MIN_DAYS,state
84,0.4890517563179848,2025-10-12 09:29:43.369677,2025-10-12 09:30:04.998742,0 days 00:00:21.629065,32,0.3160207659065918,192,2,0.0002502796233964184,30,5,COMPLETE
85,0.62578525613336,2025-10-12 09:30:04.999875,2025-10-12 09:30:09.054659,0 days 00:00:04.054784,48,0.36119043302838166,192,1,0.0002117267961065618,30,5,PRUNED
86,0.47787713276014254,2025-10-12 09:30:09.056899,2025-10-12 09:30:36.489882,0 days 00:00:27.432983,32,0.4453873443295789,192,3,0.00022574018848567606,45,5,COMPLETE
87,9.105853080749512,2025-10-12 09:30:36.493093,2025-10-12 09:30:38.108323,0 days 00:00:01.615230,48,0.42895790818807056,192,2,0.00041059347959598945,30,21,PRUNED
88,0.7517542035138908,2025-10-12 09:30:38.109029,2025-10-12 09:30:43.486883,0 days 00:00:05.377854,32,0.29457099971212486,128,2,0.00011726440698683739,75,5,PRUNED
89,0.7127653600788918,2025-10-12 09:30:43.487652,2025-10-12 09:30:47.960719,0 days 00:00:04.473067,32,0.4994519421342894,96,1,0.0001880803554730686,30,5,PRUNED
90,5.182941913604736,2025-10-12 09:30:47.961737,2025-10-12 09:30:49.600762,0 days 00:00:01.639025,128,0.3914581685632196,192,2,0.0002299875312215344,30,14,PRUNED
91,0.739238725489929,2025-10-12 09:30:49.602336,2025-10-12 09:30:55.449160,0 days 00:00:05.846824,32,0.4346614670093002,160,2,0.0005165603779662828,90,5,PRUNED
92,0.6933329235605833,2025-10-12 09:30:55.449896,2025-10-12 09:31:00.585550,0 days 00:00:05.135654,48,0.21345311536931774,96,3,0.00017745586250478613,45,5,PRUNED
93,6.104795932769775,2025-10-12 09:31:00.586402,2025-10-12 09:31:02.192119,0 days 00:00:01.605717,96,0.4246880697543255,160,2,0.0013271272000232907,30,14,PRUNED
94,0.4854826871800994,2025-10-12 09:31:02.193025,2025-10-12 09:31:23.234589,0 days 00:00:21.041564,64,0.36417633263051535,160,3,0.0007533815295445696,60,5,COMPLETE
95,0.42953841074542626,2025-10-12 09:31:23.235594,2025-10-12 09:32:12.364349,0 days 00:00:49.128755,16,0.438687655770653,192,2,0.00015669631951009715,30,5,COMPLETE
96,0.6381738125777044,2025-10-12 09:32:12.365647,2025-10-12 09:32:19.304834,0 days 00:00:06.939187,16,0.3976978656889011,192,2,0.00011303591440366188,30,5,PRUNED
97,0.4751880276701621,2025-10-12 09:32:19.305993,2025-10-12 09:32:37.815465,0 days 00:00:18.509472,64,0.46563347365462615,192,2,0.000310221552848111,30,5,COMPLETE
98,0.6721870180438546,2025-10-12 09:32:37.816378,2025-10-12 09:32:42.411560,0 days 00:00:04.595182,32,0.39650439195818643,192,1,0.0006222454016628294,60,5,PRUNED
99,0.6335879764637026,2025-10-12 09:32:42.412347,2025-10-12 09:32:47.666439,0 days 00:00:05.254092,48,0.4177424351497316,192,2,0.00018177924147027397,45,5,PRUNED
